ytid,start_s,end_s,is_audioset_eval,path,status,duration_s
RVlXLa80vcE,30,40,True,data/raw/musiccaps/audio/RVlXLa80vcE_30_40.mp3,corrupt,
RXGDlFry3Vo,30,40,True,data/raw/musiccaps/audio/RXGDlFry3Vo_30_40.mp3,ok,10.0
RXk0lQJ7ttc,30,40,True,data/raw/musiccaps/audio/RXk0lQJ7ttc_30_40.mp3,corrupt,
RZmH4hGiYBg,20,30,True,data/raw/musiccaps/audio/RZmH4hGiYBg_20_30.mp3,corrupt,
R_HAtyDbw1M,30,40,True,data/raw/musiccaps/audio/R_HAtyDbw1M_30_40.mp3,ok,10.0
RceCfg1FQq4,30,40,True,data/raw/musiccaps/audio/RceCfg1FQq4_30_40.mp3,corrupt,
RcfaWoTywcA,30,40,True,data/raw/musiccaps/audio/RcfaWoTywcA_30_40.mp3,ok,10.0
RczzNAr1T_Q,30,40,True,data/raw/musiccaps/audio/RczzNAr1T_Q_30_40.mp3,corrupt,
RdKQGIzKZ_c,420,430,False,data/raw/musiccaps/audio/RdKQGIzKZ_c_420_430.mp3,ok,10.0
Rdwtr2IX8ek,30,40,True,data/raw/musiccaps/audio/Rdwtr2IX8ek_30_40.mp3,corrupt,
Rf7vygfb7w4,10,20,False,data/raw/musiccaps/audio/Rf7vygfb7w4_10_20.mp3,ok,10.0
Rhn6K9HCbC8,340,350,False,data/raw/musiccaps/audio/Rhn6K9HCbC8_340_350.mp3,ok,10.0
RiqtelZs_2I,510,520,True,data/raw/musiccaps/audio/RiqtelZs_2I_510_520.mp3,ok,10.0
RlcIJsgtU58,30,40,False,data/raw/musiccaps/audio/RlcIJsgtU58_30_40.mp3,ok,10.0
RlrNPBfOowg,160,170,True,data/raw/musiccaps/audio/RlrNPBfOowg_160_170.mp3,ok,10.0
RmDfwz0OG8E,230,240,False,data/raw/musiccaps/audio/RmDfwz0OG8E_230_240.mp3,ok,10.0
RmyyW-TMkVc,10,20,True,data/raw/musiccaps/audio/RmyyW-TMkVc_10_20.mp3,ok,10.0
RneRJ5ZnHlE,30,40,True,data/raw/musiccaps/audio/RneRJ5ZnHlE_30_40.mp3,ok,10.0
RoDS0k7qrIo,100,110,True,data/raw/musiccaps/audio/RoDS0k7qrIo_100_110.mp3,ok,10.0
Rqv5fu1PCXA,30,40,True,,missing,
RtXe5T7NFrE,30,40,True,data/raw/musiccaps/audio/RtXe5T7NFrE_30_40.mp3,ok,10.0
RtgHU1UMo5o,30,40,True,data/raw/musiccaps/audio/RtgHU1UMo5o_30_40.mp3,corrupt,
Rwt8j_USbWI,30,40,True,data/raw/musiccaps/audio/Rwt8j_USbWI_30_40.mp3,ok,10.0
RxBFh-zdid4,30,40,False,,missing,
RxmGtt0YzYY,580,590,False,data/raw/musiccaps/audio/RxmGtt0YzYY_580_590.mp3,ok,10.0
S0W_zIUYwrE,30,40,False,data/raw/musiccaps/audio/S0W_zIUYwrE_30_40.mp3,ok,10.0
S29WiN-bTWo,150,160,False,data/raw/musiccaps/audio/S29WiN-bTWo_150_160.mp3,ok,10.0
S2u5IE0n1ws,140,150,True,data/raw/musiccaps/audio/S2u5IE0n1ws_140_150.mp3,ok,10.0
S2yXmXUJ5xU,30,40,False,data/raw/musiccaps/audio/S2yXmXUJ5xU_30_40.mp3,ok,10.0
S38KjqRR418,200,210,False,data/raw/musiccaps/audio/S38KjqRR418_200_210.mp3,corrupt,
S48GsFznk50,110,120,False,data/raw/musiccaps/audio/S48GsFznk50_110_120.mp3,ok,10.0
S7R3NMq3MKk,90,100,False,data/raw/musiccaps/audio/S7R3NMq3MKk_90_100.mp3,ok,10.0
S7TYAcOEPt4,30,40,True,data/raw/musiccaps/audio/S7TYAcOEPt4_30_40.mp3,corrupt,
S7igso5_MBE,30,40,False,data/raw/musiccaps/audio/S7igso5_MBE_30_40.mp3,corrupt,
S7rP6coeLTY,40,50,True,data/raw/musiccaps/audio/S7rP6coeLTY_40_50.mp3,ok,10.0
S8WTaKLpmmg,150,160,False,data/raw/musiccaps/audio/S8WTaKLpmmg_150_160.mp3,corrupt,
S8fE5jNVchg,20,30,True,data/raw/musiccaps/audio/S8fE5jNVchg_20_30.mp3,ok,10.0
S9-i_pqoUCw,70,80,False,data/raw/musiccaps/audio/S9-i_pqoUCw_70_80.mp3,ok,10.0
SBeC9TISHz8,30,40,True,data/raw/musiccaps/audio/SBeC9TISHz8_30_40.mp3,ok,10.0
SCcryBmDGPw,30,40,True,data/raw/musiccaps/audio/SCcryBmDGPw_30_40.mp3,ok,10.0
SDTsifbpGMM,30,40,True,data/raw/musiccaps/audio/SDTsifbpGMM_30_40.mp3,ok,10.0
SEDfsU63w8I,30,40,True,data/raw/musiccaps/audio/SEDfsU63w8I_30_40.mp3,ok,10.0
SEHE3WGui30,580,590,True,data/raw/musiccaps/audio/SEHE3WGui30_580_590.mp3,ok,10.0
SFHoTmcgw8E,220,230,False,data/raw/musiccaps/audio/SFHoTmcgw8E_220_230.mp3,ok,10.0
SG24NL2Xi3A,30,40,True,data/raw/musiccaps/audio/SG24NL2Xi3A_30_40.mp3,corrupt,
SGF4N3JHF7Y,30,40,False,data/raw/musiccaps/audio/SGF4N3JHF7Y_30_40.mp3,ok,10.0
SGFYFPs3Fic,550,560,True,,missing,
SGcjdZ19R1k,30,40,True,data/raw/musiccaps/audio/SGcjdZ19R1k_30_40.mp3,ok,10.0
SHYGoXwgKtk,50,60,False,data/raw/musiccaps/audio/SHYGoXwgKtk_50_60.mp3,ok,10.0
SJ9TY-iqD9Q,10,20,True,data/raw/musiccaps/audio/SJ9TY-iqD9Q_10_20.mp3,ok,10.0
SKQbQXPjmvE,70,80,False,data/raw/musiccaps/audio/SKQbQXPjmvE_70_80.mp3,ok,10.0
SKt_3Nv2DHo,30,40,True,data/raw/musiccaps/audio/SKt_3Nv2DHo_30_40.mp3,ok,10.0
SLcIv8CNk20,0,10,True,data/raw/musiccaps/audio/SLcIv8CNk20_0_10.mp3,ok,9.993
SLdVSirZMSI,30,40,True,data/raw/musiccaps/audio/SLdVSirZMSI_30_40.mp3,corrupt,
SLq-Co_szYo,30,40,True,,missing,
SMjYheNdAzg,30,40,False,data/raw/musiccaps/audio/SMjYheNdAzg_30_40.mp3,ok,10.0
SNhfvhWPXNc,30,40,True,data/raw/musiccaps/audio/SNhfvhWPXNc_30_40.mp3,corrupt,
SOzuJU25uGc,30,40,True,data/raw/musiccaps/audio/SOzuJU25uGc_30_40.mp3,ok,10.0
SPeGy815lFQ,40,50,True,data/raw/musiccaps/audio/SPeGy815lFQ_40_50.mp3,corrupt,
SSO7F_Ex0s4,60,70,False,data/raw/musiccaps/audio/SSO7F_Ex0s4_60_70.mp3,ok,10.0
SSVlD_ZDb70,330,340,False,data/raw/musiccaps/audio/SSVlD_ZDb70_330_340.mp3,corrupt,
SU9ZP2pbqyU,10,20,True,data/raw/musiccaps/audio/SU9ZP2pbqyU_10_20.mp3,ok,10.0
SUclDZHax0w,120,130,True,data/raw/musiccaps/audio/SUclDZHax0w_120_130.mp3,ok,10.0
SW4cW2oU07U,20,30,False,data/raw/musiccaps/audio/SW4cW2oU07U_20_30.mp3,ok,10.0
SWcEG8RLKsw,150,160,True,data/raw/musiccaps/audio/SWcEG8RLKsw_150_160.mp3,ok,10.0
SWyF5TSxWso,80,90,True,data/raw/musiccaps/audio/SWyF5TSxWso_80_90.mp3,ok,10.0
SY6uwVbC944,30,40,False,data/raw/musiccaps/audio/SY6uwVbC944_30_40.mp3,ok,10.0
SYVcaQ1Bzu8,110,120,False,data/raw/musiccaps/audio/SYVcaQ1Bzu8_110_120.mp3,ok,10.0
S_Z7o4OmU30,30,40,True,data/raw/musiccaps/audio/S_Z7o4OmU30_30_40.mp3,ok,10.0
Sa3Ky5sJshU,190,200,False,data/raw/musiccaps/audio/Sa3Ky5sJshU_190_200.mp3,ok,10.0
SbUwQctvbHg,240,250,False,data/raw/musiccaps/audio/SbUwQctvbHg_240_250.mp3,ok,10.0
ScAlKYCgHV0,30,40,False,data/raw/musiccaps/audio/ScAlKYCgHV0_30_40.mp3,ok,10.0
Sdnv8043mdk,70,80,False,data/raw/musiccaps/audio/Sdnv8043mdk_70_80.mp3,ok,10.0
SijRZIQUa08,180,190,False,data/raw/musiccaps/audio/SijRZIQUa08_180_190.mp3,ok,10.0
Simd4JoehW8,40,50,False,data/raw/musiccaps/audio/Simd4JoehW8_40_50.mp3,ok,10.0
Sj5MQtqDw8Y,80,90,True,data/raw/musiccaps/audio/Sj5MQtqDw8Y_80_90.mp3,ok,10.0
SkFG5SoXsVk,50,60,True,data/raw/musiccaps/audio/SkFG5SoXsVk_50_60.mp3,ok,10.0
SkIDF7iNJQE,30,40,True,data/raw/musiccaps/audio/SkIDF7iNJQE_30_40.mp3,ok,10.0
SkZ7mGbs3SI,30,40,True,data/raw/musiccaps/audio/SkZ7mGbs3SI_30_40.mp3,corrupt,
Sl9ZkYViEIs,30,40,True,data/raw/musiccaps/audio/Sl9ZkYViEIs_30_40.mp3,ok,10.0
SlnjJv305Vg,100,110,False,data/raw/musiccaps/audio/SlnjJv305Vg_100_110.mp3,ok,10.0
Sp1YBy4h9OY,10,20,True,data/raw/musiccaps/audio/Sp1YBy4h9OY_10_20.mp3,ok,10.0
Sp3T_x3SGzQ,30,40,True,data/raw/musiccaps/audio/Sp3T_x3SGzQ_30_40.mp3,corrupt,
Sr2Grfi3lFg,110,120,False,data/raw/musiccaps/audio/Sr2Grfi3lFg_110_120.mp3,ok,10.0
SrLhnoBMyWM,0,10,True,data/raw/musiccaps/audio/SrLhnoBMyWM_0_10.mp3,ok,9.993
Ss1bubMNPQE,10,20,False,data/raw/musiccaps/audio/Ss1bubMNPQE_10_20.mp3,ok,10.0
SsVc1TAVsSc,20,30,False,data/raw/musiccaps/audio/SsVc1TAVsSc_20_30.mp3,ok,10.0
SvsCM0fLM5g,30,40,True,data/raw/musiccaps/audio/SvsCM0fLM5g_30_40.mp3,corrupt,
SwRjY1-ojAU,30,40,True,data/raw/musiccaps/audio/SwRjY1-ojAU_30_40.mp3,corrupt,
SwaqANBpZGY,30,40,True,data/raw/musiccaps/audio/SwaqANBpZGY_30_40.mp3,corrupt,
SwdhfGXkMCo,30,40,False,data/raw/musiccaps/audio/SwdhfGXkMCo_30_40.mp3,ok,10.0
Swien0oGl7o,90,100,True,data/raw/musiccaps/audio/Swien0oGl7o_90_100.mp3,ok,10.0
SxYnb9_qDtk,30,40,True,data/raw/musiccaps/audio/SxYnb9_qDtk_30_40.mp3,corrupt,
SyJT8XsFsmE,150,160,True,data/raw/musiccaps/audio/SyJT8XsFsmE_150_160.mp3,corrupt,
T0OFKHj6878,30,40,False,data/raw/musiccaps/audio/T0OFKHj6878_30_40.mp3,ok,10.0
T0oF8MyYhBM,30,40,True,data/raw/musiccaps/audio/T0oF8MyYhBM_30_40.mp3,ok,10.0
T0tyLNN7SKA,30,40,False,data/raw/musiccaps/audio/T0tyLNN7SKA_30_40.mp3,ok,10.0
T0uoYE12cnI,240,250,False,data/raw/musiccaps/audio/T0uoYE12cnI_240_250.mp3,ok,10.0
T2pIUdaDMuA,10,20,False,data/raw/musiccaps/audio/T2pIUdaDMuA_10_20.mp3,wrong_duration,0.007800453514739229
T2zoWLYzEpo,310,320,False,data/raw/musiccaps/audio/T2zoWLYzEpo_310_320.mp3,ok,10.0
T5YZwhC7Br8,220,230,True,data/raw/musiccaps/audio/T5YZwhC7Br8_220_230.mp3,ok,10.0
T6iv9GFIVyU,50,60,True,,missing,
T78nMdsJMmk,170,180,False,data/raw/musiccaps/audio/T78nMdsJMmk_170_180.mp3,ok,10.0
T7A0RejsZIo,30,40,True,data/raw/musiccaps/audio/T7A0RejsZIo_30_40.mp3,corrupt,
T7ZSZhcsfjA,9,19,True,data/raw/musiccaps/audio/T7ZSZhcsfjA_9_19.mp3,wrong_duration,1.0078004535147391
T7bG4kIEw-M,160,170,False,,missing,
T7khbuOBHbo,230,240,False,data/raw/musiccaps/audio/T7khbuOBHbo_230_240.mp3,ok,10.0
T8U3ihbHh9A,0,10,False,data/raw/musiccaps/audio/T8U3ihbHh9A_0_10.mp3,ok,9.993
T9dKp1EN4p8,30,40,True,data/raw/musiccaps/audio/T9dKp1EN4p8_30_40.mp3,ok,10.0
T9fk99yqwN4,110,120,False,data/raw/musiccaps/audio/T9fk99yqwN4_110_120.mp3,ok,10.0
TA-O_bVnvLY,540,550,True,data/raw/musiccaps/audio/TA-O_bVnvLY_540_550.mp3,ok,10.0
TArWNq2retM,200,210,False,data/raw/musiccaps/audio/TArWNq2retM_200_210.mp3,ok,10.0
TC4mH6nACm8,30,40,False,data/raw/musiccaps/audio/TC4mH6nACm8_30_40.mp3,ok,10.0
TCRxCAYyduo,0,10,True,data/raw/musiccaps/audio/TCRxCAYyduo_0_10.mp3,ok,9.993
TEWYFkjH2jc,260,270,False,data/raw/musiccaps/audio/TEWYFkjH2jc_260_270.mp3,ok,10.0
TEoDtxjlctA,140,150,True,data/raw/musiccaps/audio/TEoDtxjlctA_140_150.mp3,ok,10.0
TFLt7mn57ZI,0,10,True,,missing,
THfTLXBLpJE,170,180,False,data/raw/musiccaps/audio/THfTLXBLpJE_170_180.mp3,ok,10.0
THhptTKMr9U,30,40,True,data/raw/musiccaps/audio/THhptTKMr9U_30_40.mp3,ok,10.0
TIASpLtI8ks,20,30,True,data/raw/musiccaps/audio/TIASpLtI8ks_20_30.mp3,ok,10.0
TIAj-fi_R7c,120,130,False,data/raw/musiccaps/audio/TIAj-fi_R7c_120_130.mp3,ok,10.0
TIL8jEw8pSc,30,40,True,data/raw/musiccaps/audio/TIL8jEw8pSc_30_40.mp3,ok,10.0
TJyzBaMwXFY,150,160,True,data/raw/musiccaps/audio/TJyzBaMwXFY_150_160.mp3,ok,10.0
TKSFbf-wQ8I,30,40,True,data/raw/musiccaps/audio/TKSFbf-wQ8I_30_40.mp3,ok,10.0
TLMEsc_42Gw,210,220,False,data/raw/musiccaps/audio/TLMEsc_42Gw_210_220.mp3,corrupt,
TN53jpjqAGI,30,40,True,data/raw/musiccaps/audio/TN53jpjqAGI_30_40.mp3,ok,10.0
TObYoD2pGb0,0,10,False,data/raw/musiccaps/audio/TObYoD2pGb0_0_10.mp3,ok,9.993
TPYNIc_M1ng,30,40,True,data/raw/musiccaps/audio/TPYNIc_M1ng_30_40.mp3,ok,10.0
TPdqEmS1Dr0,40,50,True,data/raw/musiccaps/audio/TPdqEmS1Dr0_40_50.mp3,corrupt,
TSl5LrM6LcQ,30,40,False,data/raw/musiccaps/audio/TSl5LrM6LcQ_30_40.mp3,corrupt,
TTytcT_1dmY,120,130,True,data/raw/musiccaps/audio/TTytcT_1dmY_120_130.mp3,corrupt,
TWV3YLscSaw,60,70,False,data/raw/musiccaps/audio/TWV3YLscSaw_60_70.mp3,ok,10.0
TWm0OilO0uw,30,40,True,data/raw/musiccaps/audio/TWm0OilO0uw_30_40.mp3,corrupt,
TWm_2QncYXg,30,40,True,data/raw/musiccaps/audio/TWm_2QncYXg_30_40.mp3,corrupt,
TWnrcjA6VTk,30,40,False,data/raw/musiccaps/audio/TWnrcjA6VTk_30_40.mp3,ok,10.0
TX9PGFdqRak,30,40,True,data/raw/musiccaps/audio/TX9PGFdqRak_30_40.mp3,corrupt,
TZGDukKAVS8,240,250,False,data/raw/musiccaps/audio/TZGDukKAVS8_240_250.mp3,ok,10.0
TZlFTbvfKPE,170,180,True,data/raw/musiccaps/audio/TZlFTbvfKPE_170_180.mp3,ok,10.0
T_d82v2g93w,0,10,True,data/raw/musiccaps/audio/T_d82v2g93w_0_10.mp3,ok,9.993
Ta0GmXPnGWk,150,160,False,data/raw/musiccaps/audio/Ta0GmXPnGWk_150_160.mp3,ok,10.0
TabaOeYq2ek,70,80,False,data/raw/musiccaps/audio/TabaOeYq2ek_70_80.mp3,ok,10.0
TakkuFZJsis,30,40,True,data/raw/musiccaps/audio/TakkuFZJsis_30_40.mp3,corrupt,
TbA_TZn35LA,270,280,True,data/raw/musiccaps/audio/TbA_TZn35LA_270_280.mp3,ok,10.0
TbYahEEj_B4,110,120,True,data/raw/musiccaps/audio/TbYahEEj_B4_110_120.mp3,ok,10.0
TcJ7rdYMHiQ,30,40,True,data/raw/musiccaps/audio/TcJ7rdYMHiQ_30_40.mp3,ok,10.0
TcoRmHHHNgI,30,40,False,data/raw/musiccaps/audio/TcoRmHHHNgI_30_40.mp3,ok,10.0
TdHdD1wxu_0,30,40,True,data/raw/musiccaps/audio/TdHdD1wxu_0_30_40.mp3,corrupt,
TdvwUwpYYos,30,40,False,data/raw/musiccaps/audio/TdvwUwpYYos_30_40.mp3,ok,10.0
Tfc6184uCIk,50,60,False,data/raw/musiccaps/audio/Tfc6184uCIk_50_60.mp3,ok,10.0
TgCv5a22YUU,50,60,True,data/raw/musiccaps/audio/TgCv5a22YUU_50_60.mp3,ok,10.0
TgOr_C6xP6U,30,40,False,data/raw/musiccaps/audio/TgOr_C6xP6U_30_40.mp3,corrupt,
Th6Tf6kA8RU,30,40,True,data/raw/musiccaps/audio/Th6Tf6kA8RU_30_40.mp3,ok,10.0
TiDdR-6bIcY,90,100,False,data/raw/musiccaps/audio/TiDdR-6bIcY_90_100.mp3,ok,10.0
TiOBlG-R1Y4,20,30,False,data/raw/musiccaps/audio/TiOBlG-R1Y4_20_30.mp3,ok,10.0
TkHZdMJPwKc,80,90,False,data/raw/musiccaps/audio/TkHZdMJPwKc_80_90.mp3,ok,10.0
TkclVqlyKx4,40,50,False,data/raw/musiccaps/audio/TkclVqlyKx4_40_50.mp3,ok,10.0
TnCXmm-v3Ys,140,150,True,data/raw/musiccaps/audio/TnCXmm-v3Ys_140_150.mp3,ok,10.0
TnJE6W6Z6mM,30,40,True,data/raw/musiccaps/audio/TnJE6W6Z6mM_30_40.mp3,ok,10.0
TokHdpvX7Es,30,40,False,data/raw/musiccaps/audio/TokHdpvX7Es_30_40.mp3,ok,10.0
Tp8PG2xae8c,30,40,True,data/raw/musiccaps/audio/Tp8PG2xae8c_30_40.mp3,ok,10.0
TqIptTnXb20,100,110,False,,missing,
TqWmuwAYmnI,20,30,True,data/raw/musiccaps/audio/TqWmuwAYmnI_20_30.mp3,ok,10.0
TrvI6t4pAP0,30,40,True,data/raw/musiccaps/audio/TrvI6t4pAP0_30_40.mp3,ok,10.0
Ts04bBeY1d4,30,40,True,data/raw/musiccaps/audio/Ts04bBeY1d4_30_40.mp3,ok,10.0
Ts3ZcUaELzA,30,40,True,data/raw/musiccaps/audio/Ts3ZcUaELzA_30_40.mp3,ok,10.0
TsTdffJ9LHg,0,10,False,data/raw/musiccaps/audio/TsTdffJ9LHg_0_10.mp3,ok,10.0
Tsmx6Pb7CnU,30,40,True,data/raw/musiccaps/audio/Tsmx6Pb7CnU_30_40.mp3,ok,10.0
Tt3BnoJw8ds,160,170,False,data/raw/musiccaps/audio/Tt3BnoJw8ds_160_170.mp3,ok,10.0
Tvwi_YuLehk,30,40,True,data/raw/musiccaps/audio/Tvwi_YuLehk_30_40.mp3,ok,10.0
TworrkXAPuI,180,190,True,,missing,
TyMZJqYmrwE,490,500,True,data/raw/musiccaps/audio/TyMZJqYmrwE_490_500.mp3,ok,10.0
TzPuAqjoL80,60,70,True,data/raw/musiccaps/audio/TzPuAqjoL80_60_70.mp3,ok,10.0
U-L9YCIdLbg,80,90,True,data/raw/musiccaps/audio/U-L9YCIdLbg_80_90.mp3,ok,10.0
U-UF93NA3ko,30,40,True,data/raw/musiccaps/audio/U-UF93NA3ko_30_40.mp3,ok,10.0
U0sjbOT6hY4,30,40,False,data/raw/musiccaps/audio/U0sjbOT6hY4_30_40.mp3,ok,10.0
U0xhbrULfNY,330,340,False,data/raw/musiccaps/audio/U0xhbrULfNY_330_340.mp3,ok,10.0
U3TpCc2zHrI,20,30,False,data/raw/musiccaps/audio/U3TpCc2zHrI_20_30.wav,ok,10.0
U4MdEIQcZxs,30,40,True,data/raw/musiccaps/audio/U4MdEIQcZxs_30_40.wav,ok,10.0
U4UtZeTl2DE,30,40,True,data/raw/musiccaps/audio/U4UtZeTl2DE_30_40.wav,ok,10.0
U6SYfguaJtk,30,40,True,data/raw/musiccaps/audio/U6SYfguaJtk_30_40.wav,ok,10.0
U6aLiMIlqCc,60,70,True,data/raw/musiccaps/audio/U6aLiMIlqCc_60_70.wav,ok,10.0
U8XdDv5ERu4,30,40,True,data/raw/musiccaps/audio/U8XdDv5ERu4_30_40.wav,ok,10.0
U8yqYlErUz8,200,210,False,data/raw/musiccaps/audio/U8yqYlErUz8_200_210.wav,ok,10.0
UBfHLeCBBsA,30,40,True,data/raw/musiccaps/audio/UBfHLeCBBsA_30_40.wav,ok,10.0
UCBocxMCdck,40,50,False,data/raw/musiccaps/audio/UCBocxMCdck_40_50.wav,ok,10.0
UC_XpUcIQ_8,60,70,False,data/raw/musiccaps/audio/UC_XpUcIQ_8_60_70.wav,ok,10.0
UD0pisqyLKA,40,50,True,data/raw/musiccaps/audio/UD0pisqyLKA_40_50.wav,ok,10.0
UDN11Q90Fa4,30,40,True,data/raw/musiccaps/audio/UDN11Q90Fa4_30_40.wav,ok,10.0
UDS6PrY9ZIM,130,140,False,data/raw/musiccaps/audio/UDS6PrY9ZIM_130_140.wav,ok,10.0
UDTsCTLkZzc,90,100,False,data/raw/musiccaps/audio/UDTsCTLkZzc_90_100.wav,ok,10.0
UDg9vuBDtVU,30,40,True,data/raw/musiccaps/audio/UDg9vuBDtVU_30_40.wav,ok,10.0
UEOUXjX5R2I,60,70,False,data/raw/musiccaps/audio/UEOUXjX5R2I_60_70.wav,ok,10.0
UEel3wTf0Sk,30,40,False,data/raw/musiccaps/audio/UEel3wTf0Sk_30_40.wav,ok,10.0
UFyOGqmITjM,0,10,True,data/raw/musiccaps/audio/UFyOGqmITjM_0_10.wav,ok,10.0
UGEqY_NTMpI,140,150,True,data/raw/musiccaps/audio/UGEqY_NTMpI_140_150.wav,ok,10.0
UHvYrO1IGCc,380,390,False,data/raw/musiccaps/audio/UHvYrO1IGCc_380_390.wav,ok,10.0
UIOnnpaqBy8,30,40,True,data/raw/musiccaps/audio/UIOnnpaqBy8_30_40.wav,ok,10.0
UJA5AWbt6HM,70,80,False,data/raw/musiccaps/audio/UJA5AWbt6HM_70_80.wav,ok,10.0
UJAk1nNdo1I,30,40,True,data/raw/musiccaps/audio/UJAk1nNdo1I_30_40.wav,ok,10.0
ULHPhjaJ6p0,30,40,False,data/raw/musiccaps/audio/ULHPhjaJ6p0_30_40.wav,ok,10.0
ULXbXpLcoVA,30,40,False,,missing,
UNJswfXKJ3s,30,40,True,data/raw/musiccaps/audio/UNJswfXKJ3s_30_40.wav,ok,10.0
UO9HtZMrbBE,30,40,False,data/raw/musiccaps/audio/UO9HtZMrbBE_30_40.wav,ok,10.0
UOAv5b6MGxw,20,30,True,,missing,
UOC4VWQpnDM,110,120,False,,missing,
UOKWQ2EHJQI,20,30,True,data/raw/musiccaps/audio/UOKWQ2EHJQI_20_30.wav,ok,10.0
UPPHkyd7lwE,230,240,False,data/raw/musiccaps/audio/UPPHkyd7lwE_230_240.wav,ok,10.0
UQKLBsZJsww,30,40,True,data/raw/musiccaps/audio/UQKLBsZJsww_30_40.wav,ok,10.0
UR3k09hOxI4,30,40,False,data/raw/musiccaps/audio/UR3k09hOxI4_30_40.wav,ok,10.0
URM1QgX5Ar4,150,160,False,data/raw/musiccaps/audio/URM1QgX5Ar4_150_160.wav,ok,10.0
US3ZL2zhXgI,180,190,False,data/raw/musiccaps/audio/US3ZL2zhXgI_180_190.wav,ok,10.0
UUJ1DNycpiQ,30,40,True,data/raw/musiccaps/audio/UUJ1DNycpiQ_30_40.wav,ok,10.0
UVMBRVJTvzg,30,40,True,data/raw/musiccaps/audio/UVMBRVJTvzg_30_40.wav,ok,10.0
UVY68vFiApA,60,70,False,,missing,
UWl99yJsb8M,30,40,True,data/raw/musiccaps/audio/UWl99yJsb8M_30_40.wav,ok,10.0
UXDzDV_f1jw,120,130,False,data/raw/musiccaps/audio/UXDzDV_f1jw_120_130.wav,ok,10.0
UY2_Q830lqo,30,40,False,data/raw/musiccaps/audio/UY2_Q830lqo_30_40.wav,ok,10.0
Ubj0jlheyvk,30,40,False,data/raw/musiccaps/audio/Ubj0jlheyvk_30_40.wav,ok,10.0
UcNVLU-cRNg,340,350,True,data/raw/musiccaps/audio/UcNVLU-cRNg_340_350.wav,ok,10.0
UcS5U1mpbAE,30,40,True,data/raw/musiccaps/audio/UcS5U1mpbAE_30_40.wav,ok,10.0
Uc_1PzGr5xw,10,20,False,data/raw/musiccaps/audio/Uc_1PzGr5xw_10_20.wav,ok,10.0
UcabTrKowlI,30,40,True,data/raw/musiccaps/audio/UcabTrKowlI_30_40.wav,ok,10.0
UdA6I_tXVHE,6,16,True,,missing,
UeYmnV-B8so,20,30,False,data/raw/musiccaps/audio/UeYmnV-B8so_20_30.wav,ok,10.0
UfEGX0rNOvA,70,80,False,data/raw/musiccaps/audio/UfEGX0rNOvA_70_80.wav,ok,10.0
UfZP677y3Dc,30,40,True,data/raw/musiccaps/audio/UfZP677y3Dc_30_40.wav,ok,10.0
UhcoWyEQwBI,160,170,True,data/raw/musiccaps/audio/UhcoWyEQwBI_160_170.wav,ok,10.0
UhwJrftWAFg,30,40,True,data/raw/musiccaps/audio/UhwJrftWAFg_30_40.wav,ok,10.0
UiiYMspxfhU,30,40,False,data/raw/musiccaps/audio/UiiYMspxfhU_30_40.wav,ok,10.0
UinQGYfmZhE,120,130,False,,missing,
UjDh1OlOwuE,60,70,False,data/raw/musiccaps/audio/UjDh1OlOwuE_60_70.wav,ok,10.0
UkTWmyy7ia8,30,40,False,data/raw/musiccaps/audio/UkTWmyy7ia8_30_40.wav,ok,10.0
UkZ76EFfLSg,30,40,True,data/raw/musiccaps/audio/UkZ76EFfLSg_30_40.wav,ok,10.0
UkqayNnk00w,50,60,False,data/raw/musiccaps/audio/UkqayNnk00w_50_60.wav,ok,10.0
UnFEqUWTefM,60,70,True,data/raw/musiccaps/audio/UnFEqUWTefM_60_70.wav,ok,10.0
Uo-Okq1D8Xo,30,40,False,data/raw/musiccaps/audio/Uo-Okq1D8Xo_30_40.wav,ok,10.0
UoGXR3V5Mro,30,40,True,data/raw/musiccaps/audio/UoGXR3V5Mro_30_40.wav,ok,10.0
UoSID1KzWuI,30,40,True,data/raw/musiccaps/audio/UoSID1KzWuI_30_40.wav,ok,10.0
UoxHwOl2gN0,10,20,True,data/raw/musiccaps/audio/UoxHwOl2gN0_10_20.wav,ok,10.0
Ur8O3h8S0K4,70,80,False,data/raw/musiccaps/audio/Ur8O3h8S0K4_70_80.wav,ok,10.0
UrgzGbGVV8I,30,40,True,data/raw/musiccaps/audio/UrgzGbGVV8I_30_40.wav,ok,10.0
UsHtZ7Bzi0s,150,160,True,data/raw/musiccaps/audio/UsHtZ7Bzi0s_150_160.wav,ok,10.0
UsdoUjuczY4,30,40,True,data/raw/musiccaps/audio/UsdoUjuczY4_30_40.wav,ok,10.0
UtCRBs5p4EQ,30,40,True,data/raw/musiccaps/audio/UtCRBs5p4EQ_30_40.wav,ok,10.0
UtZofZjccBs,290,300,True,data/raw/musiccaps/audio/UtZofZjccBs_290_300.wav,ok,10.0
Utl5it7YMUs,330,340,True,data/raw/musiccaps/audio/Utl5it7YMUs_330_340.wav,ok,10.0
Uu8m1oOWkiE,120,130,False,data/raw/musiccaps/audio/Uu8m1oOWkiE_120_130.wav,ok,10.0
UvCY9FHpKC8,30,40,True,data/raw/musiccaps/audio/UvCY9FHpKC8_30_40.wav,ok,10.0
Uvn7waPvseo,30,40,True,data/raw/musiccaps/audio/Uvn7waPvseo_30_40.wav,ok,10.0
